adCode,"parent","level","name","postcode",areaCode
310104011,310104,4,"田林街道","",""
310104012,310104,4,"虹梅路街道","",""
310104013,310104,4,"康健新村街道","",""
310104014,310104,4,"徐家汇街道","",""
310104015,310104,4,"凌云路街道","",""
310104016,310104,4,"龙华街道","",""
310104017,310104,4,"漕河泾街道","",""
310104103,310104,4,"华泾镇","",""
310105001,310105,4,"华阳路街道","",""
310105002,310105,4,"江苏路街道","",""
310105004,310105,4,"新华路街道","",""
310105005,310105,4,"周家桥街道","",""
310105006,310105,4,"天山路街道","",""
310105008,310105,4,"仙霞新村街道","",""
310105009,310105,4,"虹桥街道","",""
310105010,310105,4,"程家桥街道","",""
310105011,310105,4,"北新泾街道","",""
310105102,310105,4,"新泾镇","",""
310106006,310106,4,"江宁路街道","",""
310106011,310106,4,"石门二路街道","",""
310106012,310106,4,"南京西路街道","",""
310106013,310106,4,"静安寺街道","",""
310106014,310106,4,"曹家渡街道","",""
310106015,310106,4,"天目西路街道","",""
310106016,310106,4,"北站街道","",""
310106017,310106,4,"宝山路街道","",""
310106018,310106,4,"共和新路街道","",""
310106019,310106,4,"大宁路街道","",""
310106020,310106,4,"彭浦新村街道","",""
310106021,310106,4,"临汾路街道","",""
310106022,310106,4,"芷江西路街道","",""
310106100,310106,4,"彭浦镇","",""
310107005,310107,4,"曹杨新村街道","",""
310107014,310107,4,"长风新村街道","",""
310107015,310107,4,"长寿路街道","",""
310107016,310107,4,"甘泉路街道","",""
310107017,310107,4,"石泉路街道","",""
310107020,310107,4,"宜川路街道","",""
310107021,310107,4,"真如镇街道","",""
310107022,310107,4,"万里街道","",""
310107102,310107,4,"长征镇","",""
310107103,310107,4,"桃浦镇","",""
310109009,310109,4,"欧阳路街道","",""
310109010,310109,4,"曲阳路街道","",""
310109011,310109,4,"广中路街道","",""
310109014,310109,4,"嘉兴路街道","",""
310109016,310109,4,"凉城新村街道","",""
310109017,310109,4,"四川北路街道","",""
310109018,310109,4,"北外滩街道","",""
310109019,310109,4,"江湾镇街道","",""
310110001,310110,4,"定海路街道","",""
310110006,310110,4,"平凉路街道","",""
310110008,310110,4,"江浦路街道","",""
310110009,310110,4,"四平路街道","",""
310110012,310110,4,"控江路街道","",""
310110013,310110,4,"长白新村街道","",""
310110015,310110,4,"延吉新村街道","",""
310110016,310110,4,"殷行街道","",""
310110018,310110,4,"大桥街道","",""
310110019,310110,4,"五角场街道","",""
310110020,310110,4,"新江湾城街道","",""
310110021,310110,4,"长海路街道","",""
310112001,310112,4,"江川路街道","",""
310112006,310112,4,"古美路街道","",""
310112008,310112,4,"新虹街道","",""
310112009,310112,4,"浦锦街道","",""
310112101,310112,4,"莘庄镇","",""
310112102,310112,4,"七宝镇","",""
310112103,310112,4,"颛桥镇","",""
310112106,310112,4,"华漕镇","",""
310112107,310112,4,"虹桥镇","",""
310112108,310112,4,"梅陇镇","",""
310112110,310112,4,"吴泾镇","",""
310112112,310112,4,"马桥镇","",""
310112114,310112,4,"浦江镇","",""
310113003,310113,4,"友谊路街道","",""
310113007,310113,4,"吴淞街道","",""
310113008,310113,4,"张庙街道","",""
310113101,310113,4,"罗店镇","",""
310113102,310113,4,"大场镇","",""
310113103,310113,4,"杨行镇","",""
310113104,310113,4,"月浦镇","",""
310113106,310113,4,"罗泾镇","",""
310113109,310113,4,"顾村镇","",""
310113111,310113,4,"高境镇","",""
310113112,310113,4,"庙行镇","",""
310113113,310113,4,"淞南镇","",""
310114001,310114,4,"新成路街道","",""
310114002,310114,4,"真新街道","",""
310114004,310114,4,"嘉定镇街道","",""
310114102,310114,4,"南翔镇","",""
310114103,310114,4,"安亭镇","",""
310114106,310114,4,"马陆镇","",""
310114109,310114,4,"徐行镇","",""
310114111,310114,4,"华亭镇","",""
310114114,310114,4,"外冈镇","",""
310114118,310114,4,"江桥镇","",""
310114400,310114,4,"嘉定工业区","",""
310114401,310114,4,"菊园新区","",""
310115004,310115,4,"潍坊新村街道","",""
310115005,310115,4,"陆家嘴街道","",""
310115007,310115,4,"周家渡街道","",""
310115008,310115,4,"塘桥街道","",""
310115009,310115,4,"上钢新村街道","",""
310115010,310115,4,"南码头路街道","",""
310115011,310115,4,"沪东新村街道","",""
310115012,310115,4,"金杨新村街道","",""
310115013,310115,4,"洋泾街道","",""
310115014,310115,4,"浦兴路街道","",""
310115015,310115,4,"东明路街道","",""
310115016,310115,4,"花木街道","",""
310115103,310115,4,"川沙新镇","",""
310115104,310115,4,"高桥镇","",""
310115105,310115,4,"北蔡镇","",""
310115110,310115,4,"合庆镇","",""
310115114,310115,4,"唐镇","",""
310115117,310115,4,"曹路镇","",""
310115120,310115,4,"金桥镇","",""
310115121,310115,4,"高行镇","",""
310115123,310115,4,"高东镇","",""
310115125,310115,4,"张江镇","",""
310115130,310115,4,"三林镇","",""
310115131,310115,4,"惠南镇","",""
310115132,310115,4,"周浦镇","",""
310115133,310115,4,"新场镇","",""
310115134,310115,4,"大团镇","",""
310115136,310115,4,"康桥镇","",""
310115137,310115,4,"航头镇","",""
310115139,310115,4,"祝桥镇","",""
310115140,310115,4,"泥城镇","",""
310115141,310115,4,"宣桥镇","",""
310115142,310115,4,"书院镇","",""
310115143,310115,4,"万祥镇","",""
310115144,310115,4,"老港镇","",""
310115145,310115,4,"南汇新城镇","",""
310116001,310116,4,"石化街道","",""
310116101,310116,4,"朱泾镇","",""
310116102,310116,4,"枫泾镇","",""
310116103,310116,4,"张堰镇","",""
310116104,310116,4,"亭林镇","",""
310116105,310116,4,"吕巷镇","",""
310116107,310116,4,"廊下镇","",""
310116109,310116,4,"金山卫镇","",""
310116112,310116,4,"漕泾镇","",""
310116113,310116,4,"山阳镇","",""
310117001,310117,4,"岳阳街道","",""
310117002,310117,4,"永丰街道","",""
310117003,310117,4,"方松街道","",""
310117004,310117,4,"中山街道","",""
310117005,310117,4,"广富林街道","",""
310117006,310117,4,"九里亭街道","",""
310117102,310117,4,"泗泾镇","",""
310117103,310117,4,"佘山镇","",""
310117104,310117,4,"车墩镇","",""
310117105,310117,4,"新桥镇","",""
310117106,310117,4,"洞泾镇","",""
310117107,310117,4,"九亭镇","",""
310117109,310117,4,"泖港镇","",""
310117116,310117,4,"石湖荡镇","",""
310117117,310117,4,"新浜镇","",""
310117120,310117,4,"叶榭镇","",""
310117121,310117,4,"小昆山镇","",""
310118001,310118,4,"夏阳街道","",""
310118002,310118,4,"盈浦街道","",""
310118003,310118,4,"香花桥街道","",""
310118102,310118,4,"朱家角镇","",""
310118103,310118,4,"练塘镇","",""
310118104,310118,4,"金泽镇","",""
310118105,310118,4,"赵巷镇","",""
310118106,310118,4,"徐泾镇","",""
310118107,310118,4,"华新镇","",""
310118109,310118,4,"重固镇","",""
310118110,310118,4,"白鹤镇","",""
310120001,310120,4,"西渡街道","",""
310120002,310120,4,"奉浦街道","",""
310120101,310120,4,"南桥镇","",""
310120102,310120,4,"奉城镇","",""
310120104,310120,4,"庄行镇","",""
310120106,310120,4,"金汇镇","",""
310120109,310120,4,"四团镇","",""
310120111,310120,4,"青村镇","",""
310120118,310120,4,"柘林镇","",""
310120123,310120,4,"海湾镇","",""
310151100,310151,4,"城桥镇","",""
310151101,310151,4,"堡镇","",""
310151102,310151,4,"新河镇","",""
310151103,310151,4,"庙镇","",""
310151104,310151,4,"竖新镇","",""
310151105,310151,4,"向化镇","",""
310151106,310151,4,"三星镇","",""
310151107,310151,4,"港沿镇","",""
310151108,310151,4,"中兴镇","",""
310151109,310151,4,"陈家镇","",""
310151110,310151,4,"绿华镇","",""
310151111,310151,4,"港西镇","",""
310151112,310151,4,"建设镇","",""
310151113,310151,4,"新海镇","",""
310151114,310151,4,"东平镇","",""
310151115,310151,4,"长兴镇","",""
310151200,310151,4,"新村乡","",""
310151201,310151,4,"横沙乡","",""
320102002,320102,4,"梅园新村街道","",""
320102003,320102,4,"新街口街道","",""
320102005,320102,4,"玄武门街道","",""
320102007,320102,4,"锁金村街道","",""
320102008,320102,4,"红山街道","",""
320102009,320102,4,"孝陵卫街道","",""
320102010,320102,4,"玄武湖街道","",""
320104001,320104,4,"秦虹街道","",""
320104002,320104,4,"夫子庙街道","",""
320104004,320104,4,"双塘街道","",""
320104006,320104,4,"中华门街道","",""
320104007,320104,4,"红花街道","",""
320104008,320104,4,"洪武路街道","",""
320104009,320104,4,"五老村街道","",""
320104010,320104,4,"大光路街道","",""
320104011,320104,4,"瑞金路街道","",""
320104012,320104,4,"月牙湖街道","",""
320104013,320104,4,"光华路街道","",""
320104014,320104,4,"朝天宫街道","",""
320105006,320105,4,"兴隆街道","",""
320105007,320105,4,"南苑街道","",""
320105008,320105,4,"双闸街道","",""
320105009,320105,4,"沙洲街道","",""
320105010,320105,4,"江心洲街道","",""
320105011,320105,4,"莫愁湖街道","",""
320106001,320106,4,"宁海路街道","",""
320106002,320106,4,"华侨路街道","",""
320106003,320106,4,"湖南路街道","",""
320106004,320106,4,"中央门街道","",""
320106005,320106,4,"挹江门街道","",""
320106006,320106,4,"江东街道","",""
320106007,320106,4,"凤凰街道","",""
320106008,320106,4,"下关街道","",""
320106009,320106,4,"热河南路街道","",""
320106010,320106,4,"幕府山街道","",""
320106011,320106,4,"建宁路街道","",""
320106012,320106,4,"宝塔桥街道","",""
320106013,320106,4,"小市街道","",""
320111001,320111,4,"泰山街道","",""
320111002,320111,4,"顶山街道","",""
320111003,320111,4,"沿江街道","",""
320111004,320111,4,"江浦街道","",""
320111005,320111,4,"桥林街道","",""
320111006,320111,4,"汤泉街道","",""
320111007,320111,4,"盘城街道","",""
320111008,320111,4,"星甸街道","",""
320111009,320111,4,"永宁街道","",""
320111400,320111,4,"老山林场","",""
320111401,320111,4,"汤泉农场","",""
320113001,320113,4,"尧化街道","",""
320113002,320113,4,"马群街道","",""
320113003,320113,4,"迈皋桥街道","",""
320113004,320113,4,"燕子矶街道","",""
320113005,320113,4,"仙林街道","",""
320113007,320113,4,"龙潭街道","",""
320113008,320113,4,"栖霞街道","",""
320113009,320113,4,"八卦洲街道","",""
320113010,320113,4,"西岗街道","",""
320114002,320114,4,"赛虹桥街道","",""
320114003,320114,4,"雨花街道","",""
320114004,320114,4,"西善桥街道","",""
320114005,320114,4,"板桥街道","",""
320114006,320114,4,"铁心桥街道","",""
320114008,320114,4,"梅山街道","",""
320115001,320115,4,"东山街道","",""
320115004,320115,4,"禄口街道","",""
320115005,320115,4,"淳化街道","",""
320115006,320115,4,"麒麟街道","",""
320115007,320115,4,"横溪街道","",""
320115008,320115,4,"江宁街道","",""
320115009,320115,4,"谷里街道","",""
320115010,320115,4,"汤山街道","",""
320115011,320115,4,"秣陵街道","",""
320115012,320115,4,"湖熟街道","",""
320116001,320116,4,"龙池街道","",""
320116002,320116,4,"雄州街道","",""
320116003,320116,4,"横梁街道","",""
320116004,320116,4,"金牛湖街道","",""
320116005,320116,4,"程桥街道","",""
320116006,320116,4,"马鞍街道","",""
320116007,320116,4,"龙袍街道","",""
320116008,320116,4,"冶山街道","",""
320116010,320116,4,"大厂街道","",""
320116011,320116,4,"葛塘街道","",""
320116012,320116,4,"长芦街道","",""
320116110,320116,4,"竹镇镇","",""
320117001,320117,4,"永阳街道","",""
320117002,320117,4,"柘塘街道","",""
320117003,320117,4,"东屏街道","",""
320117004,320117,4,"石湫街道","",""
320117005,320117,4,"洪蓝街道","",""
320117101,320117,4,"白马镇","",""
320117106,320117,4,"晶桥镇","",""
320117107,320117,4,"和凤镇","",""
320118001,320118,4,"淳溪街道","",""
320118002,320118,4,"古柏街道","",""
320118003,320118,4,"漆桥街道","",""
320118004,320118,4,"固城街道","",""
320118005,320118,4,"东坝街道","",""
320118006,320118,4,"桠溪街道","",""
320118101,320118,4,"阳江镇","",""
320118102,320118,4,"砖墙镇","",""
320205001,320205,4,"东亭街道","",""
320205002,320205,4,"安镇街道","",""
320205003,320205,4,"东北塘街道","",""
320205004,320205,4,"云林街道","",""
320205005,320205,4,"厚桥街道","",""
320205102,320205,4,"羊尖镇","",""
320205104,320205,4,"鹅湖镇","",""
320205106,320205,4,"锡北镇","",""
320205107,320205,4,"东港镇","",""
320206001,320206,4,"堰桥街道","",""
320206002,320206,4,"长安街道","",""
320206003,320206,4,"钱桥街道","",""
320206004,320206,4,"前洲街道","",""
320206005,320206,4,"玉祁街道","",""
320206103,320206,4,"洛社镇","",""
320206105,320206,4,"阳山镇","",""
320211001,320211,4,"河埒街道","",""
320211002,320211,4,"荣巷街道","",""
320211003,320211,4,"蠡湖街道","",""
320211004,320211,4,"蠡园街道","",""
320211006,320211,4,"华庄街道","",""
320211007,320211,4,"太湖街道","",""
320211008,320211,4,"雪浪街道","",""
320211009,320211,4,"马山街道","",""
320211104,320211,4,"胡埭镇","",""
320213001,320213,4,"崇安寺街道","",""
320213002,320213,4,"通江街道","",""
320213003,320213,4,"广瑞路街道","",""
320213004,320213,4,"上马墩街道","",""
320213005,320213,4,"江海街道","",""
320213006,320213,4,"广益街道","",""
320213007,320213,4,"迎龙桥街道","",""
320213008,320213,4,"南禅寺街道","",""
320213009,320213,4,"清名桥街道","",""
320213010,320213,4,"金星街道","",""
320213011,320213,4,"金匮街道","",""
320213012,320213,4,"扬名街道","",""
320213013,320213,4,"北大街街道","",""
320213014,320213,4,"惠山街道","",""
320213015,320213,4,"山北街道","",""
320213016,320213,4,"黄巷街道","",""
320214001,320214,4,"新安街道","",""
320214002,320214,4,"旺庄街道","",""
320214003,320214,4,"硕放街道","",""
320214004,320214,4,"江溪街道","",""
320214005,320214,4,"梅村街道","",""
320214006,320214,4,"鸿山街道","",""
320281001,320281,4,"澄江街道","",""
320281004,320281,4,"南闸街道","",""
320281005,320281,4,"云亭街道","",""
320281006,320281,4,"城东街道","",""
320281007,320281,4,"临港街道","",""
320281101,320281,4,"璜土镇","",""
320281106,320281,4,"月城镇","",""
320281107,320281,4,"青阳镇","",""
320281108,320281,4,"徐霞客镇","",""
320281113,320281,4,"华士镇","",""
320281114,320281,4,"周庄镇","",""
320281115,320281,4,"新桥镇","",""
320281116,320281,4,"长泾镇","",""
320281117,320281,4,"顾山镇","",""
320281119,320281,4,"祝塘镇","",""
320282001,320282,4,"新庄街道","",""
320282002,320282,4,"宜城街道","",""
320282003,320282,4,"屺亭街道","",""
320282005,320282,4,"新街街道","",""
320282006,320282,4,"芳桥街道","",""
320282101,320282,4,"张渚镇","",""
320282102,320282,4,"西渚镇","",""
320282103,320282,4,"太华镇","",""
320282105,320282,4,"徐舍镇","",""
320282108,320282,4,"官林镇","",""
320282109,320282,4,"杨巷镇","",""
320282111,320282,4,"新建镇","",""
320282113,320282,4,"湖父镇","",""
320282114,320282,4,"和桥镇","",""
320282115,320282,4,"高塍镇","",""
320282118,320282,4,"万石镇","",""
320282119,320282,4,"周铁镇","",""
320282123,320282,4,"丁蜀镇","",""
320302001,320302,4,"丰财街道","",""
320302002,320302,4,"环城街道","",""
320302003,320302,4,"黄楼街道","",""
320302004,320302,4,"牌楼街道","",""
320302008,320302,4,"琵琶街道","",""
320302011,320302,4,"铜沛街道","",""
320302012,320302,4,"九里街道","",""
320302013,320302,4,"金山桥街道","",""
320302014,320302,4,"东环街道","",""
320302015,320302,4,"拾屯街道","",""
320303001,320303,4,"彭城街道","",""
320303005,320303,4,"子房街道","",""
320303007,320303,4,"黄山街道","",""
320303008,320303,4,"骆驼山街道","",""
320303010,320303,4,"大郭庄街道","",""
320303011,320303,4,"翠屏山街道","",""
320303012,320303,4,"潘塘街道","",""
320303013,320303,4,"大龙湖街道","",""
320303014,320303,4,"汉风街道","",""
320305003,320305,4,"大泉街道","",""
320305004,320305,4,"老矿街道","",""
320305005,320305,4,"大吴街道","",""
320305006,320305,4,"潘安湖街道","",""
320305007,320305,4,"大庙街道","",""
320305008,320305,4,"大黄山街道","",""
320305011,320305,4,"耿集街道","",""
320305102,320305,4,"青山泉镇","",""
320305104,320305,4,"紫庄镇","",""
320305105,320305,4,"塔山镇","",""
320305106,320305,4,"汴塘镇","",""
320305107,320305,4,"江庄镇","",""
320311001,320311,4,"王陵街道","",""
320311003,320311,4,"永安街道","",""
320311004,320311,4,"湖滨街道","",""
320311005,320311,4,"段庄街道","",""
320311006,320311,4,"翟山街道","",""
320311007,320311,4,"奎山街道","",""
320311008,320311,4,"和平街道","",""
320311011,320311,4,"泰山街道","",""
320311012,320311,4,"金山街道","",""
320311014,320311,4,"七里沟街道","",""
320311015,320311,4,"火花街道","",""
320311016,320311,4,"苏山街道","",""
320311017,320311,4,"庞庄街道","",""
320311018,320311,4,"桃园街道","",""
320312002,320312,4,"利国街道","",""
320312003,320312,4,"张集街道","",""
320312004,320312,4,"垞城街道","",""
320312005,320312,4,"电厂街道","",""
320312006,320312,4,"张双楼街道","",""
320312007,320312,4,"三河尖街道","",""
320312009,320312,4,"铜山街道","",""
320312010,320312,4,"三堡街道","",""
320312011,320312,4,"新区街道","",""
320312102,320312,4,"何桥镇","",""
320312103,320312,4,"黄集镇","",""
320312104,320312,4,"马坡镇","",""
320312105,320312,4,"郑集镇","",""
320312106,320312,4,"柳新镇","",""
320312107,320312,4,"刘集镇","",""
320312108,320312,4,"大彭镇","",""
320312109,320312,4,"汉王镇","",""
320312111,320312,4,"棠张镇","",""
320312112,320312,4,"张集镇","",""
320312113,320312,4,"房村镇","",""
320312114,320312,4,"伊庄镇","",""
320312115,320312,4,"单集镇","",""
320312117,320312,4,"徐庄镇","",""
320312118,320312,4,"大许镇","",""
320312119,320312,4,"茅村镇","",""
320312120,320312,4,"柳泉镇","",""
320312121,320312,4,"利国镇","",""
320321001,320321,4,"中阳里街道","",""
320321002,320321,4,"凤城街道","",""
320321003,320321,4,"孙楼街道","",""
320321102,320321,4,"首羡镇","",""
320321103,320321,4,"顺河镇","",""
320321104,320321,4,"常店镇","",""
320321105,320321,4,"欢口镇","",""
320321106,320321,4,"师寨镇","",""
320321107,320321,4,"华山镇","",""
320321108,320321,4,"梁寨镇","",""
320321109,320321,4,"范楼镇","",""
320321111,320321,4,"宋楼镇","",""
320321112,320321,4,"大沙河镇","",""
320321113,320321,4,"王沟镇","",""
320321114,320321,4,"赵庄镇","",""
320322001,320322,4,"沛城街道","",""
320322002,320322,4,"大屯街道","",""
320322003,320322,4,"汉兴街道","",""
320322004,320322,4,"汉源街道","",""
320322102,320322,4,"龙固镇","",""
320322103,320322,4,"杨屯镇","",""
320322105,320322,4,"胡寨镇","",""
320322106,320322,4,"魏庙镇","",""
320322107,320322,4,"五段镇","",""
320322108,320322,4,"张庄镇","",""
320322109,320322,4,"张寨镇","",""
320322110,320322,4,"敬安镇","",""
320322111,320322,4,"河口镇","",""
320322112,320322,4,"栖山镇","",""
320322113,320322,4,"鹿楼镇","",""
320322114,320322,4,"朱寨镇","",""
320322115,320322,4,"安国镇","",""
320324001,320324,4,"睢城街道","",""
320324002,320324,4,"睢河街道","",""
320324003,320324,4,"金城街道","",""
320324102,320324,4,"王集镇","",""
320324103,320324,4,"双沟镇","",""
320324104,320324,4,"岚山镇","",""
320324105,320324,4,"李集镇","",""
320324106,320324,4,"桃园镇","",""
320324107,320324,4,"官山镇","",""
320324108,320324,4,"高作镇","",""
320324109,320324,4,"沙集镇","",""
320324110,320324,4,"凌城镇","",""
320324111,320324,4,"邱集镇","",""
320324112,320324,4,"古邳镇","",""
320324113,320324,4,"姚集镇","",""
320324114,320324,4,"魏集镇","",""
320324115,320324,4,"梁集镇","",""
320324116,320324,4,"庆安镇","",""
320381001,320381,4,"新安街道","",""
320381002,320381,4,"北沟街道","",""
320381003,320381,4,"唐店街道","",""
320381004,320381,4,"墨河街道","",""
320381102,320381,4,"草桥镇","",""
320381103,320381,4,"港头镇","",""
320381104,320381,4,"合沟镇","",""
320381105,320381,4,"窑湾镇","",""
320381106,320381,4,"棋盘镇","",""
320381107,320381,4,"马陵山镇","",""
320381108,320381,4,"邵店镇","",""
320381109,320381,4,"高流镇","",""
320381110,320381,4,"阿湖镇","",""
320381112,320381,4,"时集镇","",""
320381113,320381,4,"瓦窑镇","",""
320381114,320381,4,"双塘镇","",""
320381116,320381,4,"新店镇","",""
320382001,320382,4,"运河街道","",""
320382002,320382,4,"炮车街道","",""
320382003,320382,4,"戴圩街道","",""
320382004,320382,4,"东湖街道","",""
320382102,320382,4,"邳城镇","",""
320382103,320382,4,"官湖镇","",""
320382104,320382,4,"四户镇","",""
320382105,320382,4,"宿羊山镇","",""
320382106,320382,4,"八义集镇","",""
320382107,320382,4,"土山镇","",""
320382108,320382,4,"碾庄镇","",""
320382109,320382,4,"港上镇","",""
320382110,320382,4,"邹庄镇","",""
320382111,320382,4,"占城镇","",""
320382112,320382,4,"新河镇","",""
320382113,320382,4,"八路镇","",""
320382115,320382,4,"铁富镇","",""
320382116,320382,4,"岔河镇","",""
320382118,320382,4,"陈楼镇","",""
320382119,320382,4,"邢楼镇","",""
320382120,320382,4,"戴庄镇","",""
320382121,320382,4,"车辐山镇","",""
320382122,320382,4,"燕子埠镇","",""
320382123,320382,4,"赵墩镇","",""
320382124,320382,4,"议堂镇","",""
320402001,320402,4,"天宁街道","",""
320402006,320402,4,"兰陵街道","",""
320402007,320402,4,"茶山街道","",""
320402008,320402,4,"雕庄街道","",""
320402009,320402,4,"红梅街道","",""
320402010,320402,4,"青龙街道","",""
320402100,320402,4,"郑陆镇","",""
320404001,320404,4,"五星街道","",""
320404002,320404,4,"永红街道","",""
320404003,320404,4,"北港街道","",""
320404004,320404,4,"西林街道","",""
320404005,320404,4,"南大街街道","",""
320404006,320404,4,"荷花池街道","",""
320404010,320404,4,"新闸街道","",""
320404100,320404,4,"邹区镇","",""
320411003,320411,4,"龙虎塘街道","",""
320411004,320411,4,"新桥街道","",""
320411005,320411,4,"春江街道","",""
320411007,320411,4,"三井街道","",""
320411102,320411,4,"孟河镇","",""
320411104,320411,4,"薛家镇","",""
320411105,320411,4,"罗溪镇","",""
320411106,320411,4,"西夏墅镇","",""
320411107,320411,4,"奔牛镇","",""
320412003,320412,4,"丁堰街道","",""
320412004,320412,4,"戚墅堰街道","",""
320412005,320412,4,"潞城街道","",""
320412100,320412,4,"湖塘镇","",""
320412102,320412,4,"牛塘镇","",""
320412103,320412,4,"洛阳镇","",""
320412104,320412,4,"遥观镇","",""
320412105,320412,4,"横林镇","",""
320412106,320412,4,"横山桥镇","",""
320412110,320412,4,"雪堰镇","",""
320412113,320412,4,"前黄镇","",""
320412114,320412,4,"礼嘉镇","",""
320412119,320412,4,"嘉泽镇","",""
320412120,320412,4,"湟里镇","",""
320412400,320412,4,"西湖街道","",""
320412411,320412,4,"南夏墅街道","",""
320413001,320413,4,"西城街道","",""
320413002,320413,4,"尧塘街道","",""
320413003,320413,4,"东城街道","",""
320413100,320413,4,"金城镇","",""
320413101,320413,4,"儒林镇","",""
320413102,320413,4,"直溪镇","",""
320413103,320413,4,"朱林镇","",""
320413104,320413,4,"薛埠镇","",""
320413105,320413,4,"指前镇","",""
320481001,320481,4,"昆仑街道","",""
320481002,320481,4,"溧城街道","",""
320481003,320481,4,"古县街道","",""
320481101,320481,4,"埭头镇","",""
320481102,320481,4,"上黄镇","",""
320481103,320481,4,"戴埠镇","",""
320481106,320481,4,"天目湖镇","",""
320481107,320481,4,"别桥镇","",""
320481109,320481,4,"上兴镇","",""
320481111,320481,4,"竹箦镇","",""
320481114,320481,4,"南渡镇","",""
320481116,320481,4,"社渚镇","",""
320505002,320505,4,"狮山街道","",""
320505003,320505,4,"横塘街道","",""
320505004,320505,4,"枫桥街道","",""
320505102,320505,4,"浒墅关镇","",""
320505104,320505,4,"东渚街道","",""
320505105,320505,4,"通安镇","",""
320506003,320506,4,"长桥街道","",""
320506004,320506,4,"郭巷街道","",""
320506005,320506,4,"横泾街道","",""
320506006,320506,4,"越溪街道","",""
320506007,320506,4,"城南街道","",""
320506008,320506,4,"香山街道","",""
320506101,320506,4,"甪直镇","",""
320506104,320506,4,"光福镇","",""
320506108,320506,4,"木渎镇","",""
320506109,320506,4,"胥口镇","",""
320506111,320506,4,"临湖镇","",""
320506113,320506,4,"东山镇","",""
320506114,320506,4,"金庭镇","",""
320507001,320507,4,"元和街道","",""
320507002,320507,4,"黄桥街道","",""
320507004,320507,4,"北桥街道","",""
320507007,320507,4,"太平街道","",""
320507008,320507,4,"北河泾街道","",""
320507009,320507,4,"漕湖街道","",""
320507010,320507,4,"澄阳街道","",""
320507100,320507,4,"望亭镇","",""
320507103,320507,4,"黄埭镇","",""
320507107,320507,4,"渭塘镇","",""
320507111,320507,4,"阳澄湖镇","",""
320508002,320508,4,"沧浪街道","",""
320508003,320508,4,"吴门桥街道","",""
320508005,320508,4,"双塔街道","",""
320508008,320508,4,"平江街道","",""
320508009,320508,4,"苏锦街道","",""
320508015,320508,4,"金阊街道","",""
320508016,320508,4,"白洋湾街道","",""
320508017,320508,4,"虎丘街道","",""
320509002,320509,4,"江陵街道","",""
320509003,320509,4,"横扇街道","",""
320509005,320509,4,"八坼街道","",""
320509100,320509,4,"松陵街道","",""
320509101,320509,4,"同里镇","",""
320509102,320509,4,"平望镇","",""
320509103,320509,4,"盛泽镇","",""
320509104,320509,4,"七都镇","",""
320509105,320509,4,"震泽镇","",""
320509106,320509,4,"桃源镇","",""
320509107,320509,4,"黎里镇","",""
320571050,320571,4,"娄葑街道","",""
320571051,320571,4,"斜塘街道","",""
320571052,320571,4,"唯亭街道","",""
320571053,320571,4,"胜浦街道","",""
320581001,320581,4,"碧溪街道","",""
320581004,320581,4,"虞山街道","",""
320581005,320581,4,"琴川街道","",""
320581006,320581,4,"莫城街道","",""
320581007,320581,4,"常福街道","",""
320581101,320581,4,"梅李镇","",""
320581102,320581,4,"海虞镇","",""
320581107,320581,4,"古里镇","",""
320581108,320581,4,"沙家浜镇","",""
320581109,320581,4,"支塘镇","",""
320581111,320581,4,"董浜镇","",""
320581117,320581,4,"尚湖镇","",""
320581120,320581,4,"辛庄镇","",""
320582100,320582,4,"塘桥镇","",""
320582103,320582,4,"凤凰镇","",""
320582105,320582,4,"乐余镇","",""
320582107,320582,4,"锦丰镇","",""
320582108,320582,4,"南丰镇","",""
320582110,320582,4,"杨舍镇","",""
320582116,320582,4,"大新镇","",""
320582118,320582,4,"金港镇","",""
320582400,320582,4,"常阴沙农场","",""
320583100,320583,4,"玉山镇","",""
320583102,320583,4,"巴城镇","",""
320583105,320583,4,"周市镇","",""
320583107,320583,4,"陆家镇","",""
320583108,320583,4,"花桥镇","",""
320583110,320583,4,"淀山湖镇","",""
320583111,320583,4,"张浦镇","",""
320583112,320583,4,"周庄镇","",""
320583113,320583,4,"千灯镇","",""
320583114,320583,4,"锦溪镇","",""
320585001,320585,4,"娄东街道","",""
320585100,320585,4,"城厢镇","",""
320585103,320585,4,"浮桥镇","",""
320585105,320585,4,"璜泾镇","",""
320585109,320585,4,"双凤镇","",""
320585110,320585,4,"沙溪镇","",""
320585111,320585,4,"浏河镇","",""
320612001,320612,4,"金沙街道","",""
320612002,320612,4,"先锋街道","",""
320612003,320612,4,"兴东街道","",""
320612004,320612,4,"金新街道","",""
320612101,320612,4,"西亭镇","",""
320612102,320612,4,"二甲镇","",""
320612103,320612,4,"东社镇","",""
320612104,320612,4,"三余镇","",""
320612107,320612,4,"十总镇","",""
320612110,320612,4,"石港镇","",""
320612112,320612,4,"刘桥镇","",""
320612114,320612,4,"平潮镇","",""
320612116,320612,4,"五接镇","",""
320612117,320612,4,"兴仁镇","",""
320612119,320612,4,"张芝山镇","",""
320612120,320612,4,"川姜镇","",""
320613001,320613,4,"钟秀街道","",""
320613002,320613,4,"和平桥街道","",""
320613003,320613,4,"任港街道","",""
320613004,320613,4,"文峰街道","",""
320613005,320613,4,"虹桥街道","",""
320613006,320613,4,"学田街道","",""
320613007,320613,4,"城东街道","",""
